schema_version,case_kind,seed,method,method_label,success,reached,collision,min_clearance_m,min_ttc_s,arrival_time_s,penalized_travel_time_s,progress_ratio,average_speed_mps,path_length_m,max_longitudinal_acceleration_mps2,max_lateral_acceleration_mps2,jerk_rms_mps3,time_window_violations,degraded_stop,runtime_ms,iterations,iterative_converged,joint_search_status,joint_domain_size,joint_evaluated_candidates,joint_expanded_spatial_branches,joint_absolute_gap,planning_cycles
miku-rolling-v1,crossing_pedestrian,41,MIKU,MIKU,1,1,0,0.22026036663758175,0.2535062379654088,8.3,8.3,1.0,3.7464689800652726,31.095692534541765,2.0875327826678336,0.0,1.088441689042891,0,0,64.016919961432,17,0,all_cycles_optimal,17,17,17,0.0,17
miku-rolling-v1,crossing_pedestrian,42,B0,B0-TimeBlind,0,1,1,0.10684565844513227,0.023601574148402887,5.8,14.0,1.0,5.358349497239978,31.07842708399187,1.6218653981842754,0.0,0.5970044736088947,0,0,61.85039694537409,12,1,,,,,,12
miku-rolling-v1,crossing_pedestrian,42,MIKU,MIKU,1,1,0,0.22176914106858692,0.13310896400035707,6.8,6.8,1.0,4.575116934642198,31.110795155566947,1.8126547766828984,0.0,0.7249931602910088,0,0,58.38149503688328,14,0,all_cycles_optimal,14,14,14,0.0,14
miku-rolling-v1,crossing_pedestrian,43,B0,B0-TimeBlind,0,1,1,0.1525944370966931,0.12825793701565394,8.8,14.0,1.0,3.5259080126543236,31.027990511358052,4.0,0.0,3.0250871941725284,0,0,781.6962310753297,18,1,,,,,,18
miku-rolling-v1,crossing_pedestrian,43,MIKU,MIKU,1,1,0,0.25990678777872134,0.23662563688524701,8.0,8.0,1.0,3.8751086655370113,31.00086932429609,1.9365600869237984,0.0,0.9183348138632157,0,0,65.97145806881599,16,0,all_cycles_optimal,16,16,16,0.0,16
miku-rolling-v1,crossing_pedestrian,44,B0,B0-TimeBlind,0,1,1,0.3033274333490749,0.34582245801318134,8.9,14.0,1.0,3.5246591962371365,31.369466846510516,4.0,0.0,5.058397810878431,0,0,757.2270859673154,18,1,,,,,,18
miku-rolling-v1,crossing_pedestrian,44,MIKU,MIKU,1,1,0,0.2503618763041328,0.29410998983293835,8.7,8.7,1.0,3.593559413782997,31.263966899912074,2.7235869507451853,0.0,1.6410723506922917,0,0,220.36036604549736,18,0,all_cycles_optimal,18,18,18,0.0,18
miku-rolling-v1,crossing_pedestrian,45,B0,B0-TimeBlind,1,1,0,0.5724150144697916,0.42531267180363996,6.7,6.7,1.0,4.627644091436466,31.00521541262432,1.2380680278509042,0.0,0.4100562199785877,0,0,37.27287394576706,14,1,,,,,,14
miku-rolling-v1,crossing_pedestrian,45,MIKU,MIKU,1,1,0,0.5724150144697916,0.42531267180363996,6.7,6.7,1.0,4.627644091436466,31.00521541262432,1.2380680278509042,0.0,0.4100562199785877,0,0,41.764306981349364,14,0,all_cycles_optimal,14,14,14,0.0,14
miku-rolling-v1,crossing_pedestrian,46,B0,B0-TimeBlind,1,1,0,0.38342516650551595,0.36082532420205937,7.5,7.5,1.0,4.150507656742734,31.128807425570507,0.873821086442376,0.0,0.27422139195066014,0,0,37.661893060430884,15,1,,,,,,15
miku-rolling-v1,crossing_pedestrian,46,MIKU,MIKU,1,1,0,0.38342516650551595,0.36082532420205937,7.5,7.5,1.0,4.150507656742734,31.128807425570507,0.873821086442376,0.0,0.27422139195066014,0,0,42.72973697516136,15,0,all_cycles_optimal,15,15,15,0.0,15
miku-rolling-v1,crossing_pedestrian,47,B0,B0-TimeBlind,1,1,0,0.1571404134476082,0.1409856781136483,8.5,8.5,1.0,3.6516845159221094,31.03931838533793,2.2864848348320574,0.0,1.4368012494186835,0,0,159.37180104083382,17,1,,,,,,17
miku-rolling-v1,crossing_pedestrian,47,MIKU,MIKU,0,1,1,0.2751583257883198,0.251888236195643,8.9,14.0,1.0,3.5118596331558507,31.255550735087073,4.0,0.0,3.888107212941303,0,0,107.86890398594551,18,0,contains_nonoptimal_cycle,18,18,18,inf,18
miku-rolling-v1,crossing_pedestrian,48,B0,B0-TimeBlind,0,1,1,0.3003341852523916,0.3525557446817253,8.9,14.0,1.0,3.514840203694266,31.282077812878967,4.0,0.0,4.821466812851704,0,0,684.8975339671597,18,1,,,,,,18
miku-rolling-v1,crossing_pedestrian,48,MIKU,MIKU,1,1,0,0.08351228250796372,0.1833637503830183,8.5,8.5,1.0,3.662117163578913,31.12799589042076,1.9674231598629381,0.0,1.194385844352788,0,0,85.50443197600543,17,0,all_cycles_optimal,17,17,17,0.0,17
miku-rolling-v1,crossing_pedestrian,49,B0,B0-TimeBlind,1,1,0,0.15846693538458517,0.14485085847888288,8.7,8.7,1.0,3.6022773957851784,31.33981334333105,3.461556986303258,0.0,2.008884462310048,0,0,75.93661593273282,18,1,,,,,,18
