method,n,success_rate,collision_rate,degraded_stop_rate,min_clearance_mean_m,progress_ratio_mean,penalized_travel_time_mean_s,planning_cycles_mean,episode_runtime_p50_ms,episode_runtime_p95_ms
B0,700,0.6171428571428571,0.018571428571428572,0.37,1.2830149968775268,0.8255343764534869,12.092714285714289,20.554285714285715,187.30429097195156,1240.3530442694312
MIKU,700,0.7114285714285714,0.012857142857142857,0.28285714285714286,1.4694873365113745,0.8922669639874357,11.442857142857143,20.145714285714284,172.17557149706408,1267.3257330519846
