case_kind,seed,method,failure_type,progress_ratio,min_clearance_m
parked_and_oncoming,61,B0,unreached_or_fallback_stop,0.10600613956355848,0.8399361263011142
parked_and_oncoming,61,B1,unreached_or_fallback_stop,0.10600613956355848,0.8399361263011142
parked_and_oncoming,61,B2,unreached_or_fallback_stop,0.10600613956355848,0.8399361263011142
parked_and_oncoming,61,MIKU,unreached_or_fallback_stop,0.5947634786352454,0.23869470668261084
parked_and_oncoming,64,B1,unreached_or_fallback_stop,0.09642218829388415,1.0690514883194484
parked_and_oncoming,64,B2,unreached_or_fallback_stop,0.09642218829388415,1.0690514883194484
parked_and_oncoming,66,B0,unreached_or_fallback_stop,0.11861296676273149,0.7978882209078328
parked_and_oncoming,66,B1,unreached_or_fallback_stop,0.11861296676273149,0.7978882209078328
parked_and_oncoming,66,B2,unreached_or_fallback_stop,0.11861296676273149,0.7978882209078328
parked_and_oncoming,66,MIKU,unreached_or_fallback_stop,0.11861296676273149,0.7978882209078328
parked_and_oncoming,74,B0,unreached_or_fallback_stop,0.21497719283658667,0.4236060915811892
parked_and_oncoming,74,B1,unreached_or_fallback_stop,0.11100591316961421,1.064958354738113
parked_and_oncoming,74,B2,unreached_or_fallback_stop,0.11100591316961421,1.064958354738113
parked_and_oncoming,74,MIKU,unreached_or_fallback_stop,0.2922555226216176,0.3163011906805413
parked_and_oncoming,75,B0,unreached_or_fallback_stop,0.10240612032527677,0.8584916690863311
parked_and_oncoming,75,B1,unreached_or_fallback_stop,0.10240612032527677,0.8584916690863311
parked_and_oncoming,75,B2,unreached_or_fallback_stop,0.10240612032527677,0.8584916690863311
parked_and_oncoming,75,MIKU,unreached_or_fallback_stop,0.10240612032527677,0.8584916690863311
parked_and_oncoming,76,B0,unreached_or_fallback_stop,0.110812321803977,0.8742969614059959
parked_and_oncoming,76,B1,unreached_or_fallback_stop,0.110812321803977,0.8742969614059959
parked_and_oncoming,76,B2,unreached_or_fallback_stop,0.110812321803977,0.8742969614059959
parked_and_oncoming,76,MIKU,unreached_or_fallback_stop,0.110812321803977,0.8742969614059959
parked_and_oncoming,78,B0,unreached_or_fallback_stop,0.10491466061587403,0.8699068154895069
parked_and_oncoming,78,B1,unreached_or_fallback_stop,0.10491466061587403,0.8699068154895069
parked_and_oncoming,78,B2,unreached_or_fallback_stop,0.10491466061587403,0.8699068154895069
parked_and_oncoming,78,MIKU,unreached_or_fallback_stop,0.1909226290018995,0.43940405036239394
parked_and_oncoming,82,B0,unreached_or_fallback_stop,0.501726939747643,0.29306929135300375
parked_and_oncoming,82,B1,unreached_or_fallback_stop,0.501726939747643,0.29306929135300375
parked_and_oncoming,82,B2,unreached_or_fallback_stop,0.501726939747643,0.29306929135300375
parked_and_oncoming,82,MIKU,unreached_or_fallback_stop,0.6029695380249699,0.20918542929620831
