method,n,success_rate,collision_rate,min_clearance_mean_m,progress_ratio_mean,penalized_travel_time_mean_s,runtime_p50_ms,runtime_p95_ms
B3,70,0.4714285714285714,0.35714285714285715,0.8222737710562116,0.9152933729477579,11.8,1851.9463525153697,13663.761629641522
MIKU,70,0.7571428571428571,0.0,1.9321650739623448,0.8258886838800302,11.775714285714285,21.24171200557612,54.61855330504476
